play_id,time,action_type,lon,lat,title,artist,user_id,platform,source_name,device,ip_address
3000048,2014-07-17T06:40:42Z,PLAY,140.74901,36.78671,Ms,Oasis,1158,Ios,Tidal,Apple,184.117.81.32
3000049,2014-04-05T22:29:29Z,PLAY,53.35394,35.71071,Dr,Oasis,1159,Ios,Android,Apple,164.210.5.52
3000050,2013-12-22T07:48:41Z,PLAY,21.0571,51.13466,Dr,Oasis,1160,Ios,Android,Apple,174.129.193.103
3000051,2015-04-18T15:55:21Z,PLAY,107.93775,30.53252,Rev,Oasis,1161,Ios,iTunes,Apple,118.68.218.206
3000052,2013-05-30T03:45:11Z,PLAY,37.35,56.86667,Dr,Oasis,1162,Ios,Android,Apple,52.123.184.216
3000053,2013-10-02T07:42:55Z,PLAY,118.43188,29.62974,Ms,Oasis,1163,Ios,Tidal,Apple,80.124.175.113
3000054,2014-12-25T17:06:35Z,PLAY,18.66972,49.78254,Ms,Oasis,1164,Ios,7Digital,Apple,112.25.217.219
3000055,2014-12-28T08:53:17Z,PLAY,5.7466,58.8897,Mr,Oasis,1165,Ios,Spotify,Apple,214.88.100.59
3000056,2013-07-31T22:08:11Z,PLAY,120.69886,-8.8488,Rev,Oasis,1166,Ios,Tidal,Apple,121.78.12.224
3000057,2013-08-16T01:33:27Z,PLAY,115.47358,35.23929,Mrs,Oasis,1167,Ios,Tidal,Apple,227.191.98.92
3000058,2014-09-05T13:15:06Z,PLAY,110.84856,21.61004,Honorable,Oasis,1168,Ios,7Digital,Apple,115.21.226.129
3000059,2013-10-06T12:13:25Z,PLAY,15.54936,50.55344,Mr,Oasis,1169,Ios,Spotify,Apple,146.35.32.35
3000060,2014-02-17T02:44:28Z,PLAY,120.1481,-8.3457,Rev,Oasis,1170,Ios,7Digital,Apple,244.181.8.223
3000061,2014-01-06T17:09:27Z,PLAY,107.4242,-7.4101,Mr,Oasis,1171,Ios,Tidal,Apple,148.119.250.175
3000062,2015-03-20T03:28:54Z,PLAY,121.0593,-8.9445,Mrs,Oasis,1172,Ios,7Digital,Apple,166.32.68.78
3000063,2015-01-14T05:58:26Z,PLAY,123.5103,10.115,Mrs,Oasis,1173,Ios,7Digital,Apple,16.236.127.112
3000064,2013-10-11T04:21:21Z,PLAY,114.9718,-8.2673,Dr,Oasis,1174,Ios,iTunes,Apple,84.78.128.81
3000065,2013-10-09T15:03:53Z,PLAY,62.58101,52.69658,Dr,Oasis,1175,Ios,Tidal,Apple,230.15.81.110
3000066,2013-09-03T13:33:22Z,PLAY,93.53194,56.25111,Mrs,Oasis,1176,Ios,iTunes,Apple,44.248.171.217
3000067,2015-01-05T02:38:00Z,PLAY,2.239,48.8919,Ms,Oasis,1177,Ios,iTunes,Apple,133.128.207.132
3000068,2014-08-25T00:18:23Z,PLAY,97.14169,33.27168,Honorable,Oasis,1178,Ios,iTunes,Apple,153.239.179.193
3000069,2014-06-09T03:40:40Z,PLAY,-74.71602,10.70198,Rev,Oasis,1179,Ios,Spotify,Apple,178.41.6.107
3000070,2014-12-04T15:28:46Z,PLAY,62.35975,37.29886,Rev,Oasis,1180,Ios,7Digital,Apple,45.170.140.132
3000071,2014-07-20T00:58:07Z,PLAY,111.64944,25.14944,Mr,Oasis,1181,Ios,Android,Apple,92.233.242.183
3000072,2013-06-26T00:53:02Z,PLAY,121.9778,-8.8,Rev,Oasis,1182,Ios,iTunes,Apple,253.56.70.18
3000073,2013-08-12T12:48:17Z,PLAY,35.18047,31.69948,Mr,Oasis,1183,Ios,iTunes,Apple,121.221.90.74
3000074,2013-10-20T06:37:37Z,PLAY,-75.29283,9.31505,Rev,Oasis,1184,Ios,Tidal,Apple,249.243.209.2
3000075,2014-05-01T18:40:14Z,PLAY,118.43511,32.03959,Mrs,Oasis,1185,Ios,Tidal,Apple,250.91.36.31
3000076,2013-09-11T03:43:23Z,PLAY,57.65917,-20.13083,Ms,Oasis,1186,Ios,iTunes,Apple,65.117.88.182
3000077,2014-08-04T17:33:20Z,PLAY,-99.1664,19.7751,Mrs,Oasis,1187,Ios,Spotify,Apple,111.114.143.221
3000078,2014-12-21T07:49:18Z,PLAY,62.11638,32.37451,Honorable,Oasis,1188,Ios,Android,Apple,41.37.222.154
3000079,2013-08-27T21:51:29Z,PLAY,18.0111,59.2793,Honorable,Oasis,1189,Ios,Spotify,Apple,156.8.105.99
3000080,2013-07-17T03:33:58Z,PLAY,14.42664,49.66057,Mrs,Oasis,1190,Ios,Tidal,Apple,191.208.190.155
3000081,2013-11-07T05:11:12Z,PLAY,127.3258,37.70353,Honorable,Oasis,1191,Ios,7Digital,Apple,136.205.215.102
3000082,2013-07-26T05:53:54Z,PLAY,84.0835,56.55738,Ms,Oasis,1192,Ios,7Digital,Apple,154.74.95.10
3000083,2013-07-09T23:23:44Z,PLAY,48.34204,37.68585,Mr,Oasis,1193,Ios,Android,Apple,210.142.58.27
3000084,2014-05-07T23:14:52Z,PLAY,25.55,-25.41667,Dr,Oasis,1194,Ios,7Digital,Apple,76.194.220.179
3000085,2014-11-01T01:42:01Z,PLAY,-102.5445,20.7981,Mrs,Oasis,1195,Ios,Tidal,Apple,30.14.105.100
3000086,2015-02-07T12:53:10Z,PLAY,114.9893,24.68785,Honorable,Oasis,1196,Ios,7Digital,Apple,44.199.217.14
3000087,2014-12-20T21:15:43Z,PLAY,140.43333,37.58333,Dr,Oasis,1197,Ios,Spotify,Apple,56.155.67.21
3000088,2014-07-07T14:55:58Z,PLAY,17.16433,49.10639,Honorable,Oasis,1198,Ios,iTunes,Apple,186.210.56.254
3000089,2015-04-28T07:15:55Z,PLAY,47.63339,15.52591,Mr,Oasis,1199,Ios,Spotify,Apple,253.38.121.4
3000090,2014-06-24T23:43:51Z,PLAY,18.0687,59.4439,Rev,Oasis,1200,Ios,Tidal,Apple,213.44.57.114
3000091,2014-08-17T16:27:53Z,PLAY,25.60518,49.396,Ms,Oasis,1201,Ios,Android,Apple,69.239.155.44
3000092,2013-05-28T06:18:14Z,PLAY,106.80018,11.95486,Dr,Oasis,1202,Ios,Tidal,Apple,163.9.151.160
3000093,2014-05-12T01:21:19Z,PLAY,124.0132,10.4719,Mrs,Oasis,1203,Ios,iTunes,Apple,234.33.13.156
3000094,2015-02-24T05:37:07Z,PLAY,114.931,-8.2492,Dr,Oasis,1204,Ios,7Digital,Apple,153.235.186.48
3000095,2015-04-26T13:16:33Z,PLAY,-64.94769,-40.73193,Mr,Oasis,1205,Ios,Tidal,Apple,243.130.250.165
3000096,2015-01-02T12:57:16Z,PLAY,33.49944,0.89444,Mrs,Oasis,1206,Ios,Tidal,Apple,68.72.107.111
3000097,2014-09-15T06:02:36Z,PLAY,18.2997,59.4794,Ms,Oasis,1207,Ios,7Digital,Apple,239.201.151.84
3000098,2013-10-01T07:17:11Z,PLAY,117.04583,28.67833,Rev,Oasis,1208,Ios,7Digital,Apple,94.165.167.170
3000099,2014-11-19T03:03:40Z,PLAY,31.89961,-28.87097,Ms,Oasis,1209,Ios,iTunes,Apple,159.132.196.82
3000100,2013-11-22T09:45:03Z,PLAY,105.72722,34.58028,Ms,Oasis,1210,Ios,Android,Apple,182.139.248.9
3000101,2013-09-01T04:47:18Z,PLAY,113.98182,30.6382,Ms,Oasis,1211,Ios,7Digital,Apple,238.15.50.23
3000102,2013-10-08T12:36:23Z,PLAY,-47.33444,-15.53722,Ms,Oasis,1212,Ios,Tidal,Apple,97.189.193.193
3000103,2013-10-05T05:25:00Z,PLAY,130.2988,33.24932,Dr,Oasis,1213,Ios,iTunes,Apple,193.162.89.61
3000104,2014-07-30T15:11:35Z,PLAY,2.6857,48.9449,Dr,Oasis,1214,Ios,7Digital,Apple,94.227.160.163
3000105,2013-11-04T04:47:24Z,PLAY,104.4482,33.63659,Rev,Oasis,1215,Ios,Spotify,Apple,249.5.34.201
3000106,2014-08-16T13:44:36Z,PLAY,41.70839,45.37092,Ms,Oasis,1216,Ios,Spotify,Apple,197.46.39.88
3000107,2013-07-09T00:13:16Z,PLAY,-98.9944,22.9528,Honorable,Oasis,1217,Ios,Android,Apple,191.10.27.48
3000108,2014-09-06T09:29:43Z,PLAY,-78.69957,46.31681,Mrs,Oasis,1218,Ios,7Digital,Apple,89.231.159.34
3000109,2014-09-15T02:12:55Z,PLAY,120.40423,28.44747,Rev,Oasis,1219,Ios,Spotify,Apple,65.70.177.232
3000110,2014-09-24T13:30:57Z,PLAY,4.2602,45.5263,Honorable,Oasis,1220,Ios,Spotify,Apple,56.113.179.81
3000111,2013-12-04T06:15:28Z,PLAY,72.60761,49.98197,Rev,Oasis,1221,Ios,iTunes,Apple,186.234.238.116
3000112,2014-09-30T20:52:16Z,PLAY,44.39944,-12.16672,Mrs,Oasis,1222,Ios,iTunes,Apple,95.174.43.134
3000113,2014-05-29T16:29:29Z,PLAY,124.88694,7.86417,Honorable,Oasis,1223,Ios,7Digital,Apple,226.181.115.229
3000114,2013-11-09T10:48:11Z,PLAY,39.33131,62.11745,Dr,Oasis,1224,Ios,Tidal,Apple,35.111.125.22
3000115,2014-02-14T03:23:25Z,PLAY,-78.41667,-7.81667,Ms,Oasis,1225,Ios,iTunes,Apple,91.97.191.43
3000116,2015-03-29T03:33:41Z,PLAY,-55.88333,-26.98333,Dr,Oasis,1226,Ios,iTunes,Apple,145.6.201.217
3000117,2014-02-18T09:49:07Z,PLAY,109.89913,18.50526,Dr,Oasis,1227,Ios,Spotify,Apple,216.148.163.253
3000118,2014-08-11T17:43:38Z,PLAY,124.11417,7.52639,Mr,Oasis,1228,Ios,Tidal,Apple,67.234.205.249
3000119,2014-10-14T03:09:03Z,PLAY,20.51146,45.51866,Dr,Oasis,1229,Ios,Tidal,Apple,205.193.245.133
3000120,2015-01-10T05:16:48Z,PLAY,111.19131,34.84422,Ms,Oasis,1230,Ios,Spotify,Apple,109.210.116.127
3000121,2013-09-18T03:50:30Z,PLAY,111.948,24.06556,Mrs,Oasis,1231,Ios,Android,Apple,248.145.235.223
3000122,2014-01-03T01:10:04Z,PLAY,-91.71667,15.08333,Rev,Oasis,1232,Ios,Tidal,Apple,84.99.185.247
3000123,2015-02-11T02:41:05Z,PLAY,108.87544,29.35875,Rev,Oasis,1233,Ios,7Digital,Apple,187.174.65.178
3000124,2013-08-15T04:08:25Z,PLAY,-71.82805,8.25264,Honorable,Oasis,1234,Ios,Tidal,Apple,22.90.127.147
3000125,2014-04-08T01:43:14Z,PLAY,127.27976,45.76075,Mr,Oasis,1235,Ios,7Digital,Apple,220.23.82.246
3000126,2014-04-12T23:36:20Z,PLAY,27.6486,-26.31906,Ms,Oasis,1236,Ios,Spotify,Apple,80.29.242.112
3000127,2013-09-24T22:27:37Z,PLAY,115.1225,-8.1235,Ms,Oasis,1237,Ios,Android,Apple,176.220.23.168
3000128,2015-04-29T01:43:19Z,PLAY,-35.95667,-9.59722,Mr,Oasis,1238,Ios,iTunes,Apple,98.183.208.139
3000129,2014-08-25T10:46:34Z,PLAY,6.9748,51.4824,Dr,Oasis,1239,Ios,iTunes,Apple,64.215.53.217
3000130,2013-12-10T16:50:29Z,PLAY,-48.97278,-21.13778,Ms,Oasis,1240,Ios,Spotify,Apple,102.70.76.54
3000131,2013-09-14T21:07:01Z,PLAY,44.86678,54.69875,Mrs,Oasis,1241,Ios,7Digital,Apple,137.161.57.80
3000132,2014-11-05T19:20:54Z,PLAY,42.0983,61.07006,Dr,Oasis,1242,Ios,Tidal,Apple,243.152.145.104
3000133,2013-05-25T12:36:45Z,PLAY,108.0002,-7.1635,Ms,Oasis,1243,Ios,7Digital,Apple,246.3.108.8
3000134,2015-05-19T15:42:30Z,PLAY,-89.71083,14.33083,Mrs,Oasis,1244,Ios,iTunes,Apple,26.222.194.134
3000135,2015-03-06T01:26:07Z,PLAY,120.6591,-8.6528,Dr,Oasis,1245,Ios,iTunes,Apple,151.106.18.31
3000136,2014-10-30T21:02:11Z,PLAY,113.8715,-8.0484,Mrs,Oasis,1246,Ios,Spotify,Apple,137.202.72.126
3000137,2014-02-16T23:21:51Z,PLAY,-84.21952,12.15965,Mr,Oasis,1247,Ios,Tidal,Apple,49.73.128.70
3000138,2014-03-29T01:17:31Z,PLAY,28.30139,47.89333,Rev,Oasis,1248,Ios,Spotify,Apple,244.124.194.118
3000139,2014-06-29T05:36:45Z,PLAY,-7.5619,40.4071,Rev,Oasis,1249,Ios,Tidal,Apple,213.253.96.142
3000140,2013-06-23T01:43:26Z,PLAY,111.84472,30.02806,Ms,Oasis,1250,Ios,Spotify,Apple,47.123.223.232
3000141,2014-01-01T04:14:46Z,PLAY,29.10288,48.38719,Rev,Oasis,1251,Ios,Tidal,Apple,157.47.136.103
3000142,2014-09-25T09:15:27Z,PLAY,36.83333,7.66667,Ms,Oasis,1252,Ios,Tidal,Apple,192.111.84.7
3000143,2013-11-15T11:24:19Z,PLAY,48.25306,56.31556,Mr,Oasis,1253,Ios,7Digital,Apple,124.39.191.173
3000144,2014-12-26T19:41:08Z,PLAY,-76.6561,-11.91978,Ms,Oasis,1254,Ios,Tidal,Apple,147.103.130.61
3000145,2014-02-21T15:22:33Z,PLAY,-4.39985,54.23017,Dr,Oasis,1255,Ios,iTunes,Apple,39.102.194.69
3000146,2015-05-11T18:14:58Z,PLAY,122.70444,10.89417,Mr,Oasis,1256,Ios,Tidal,Apple,94.249.95.142
3000147,2014-08-02T20:45:18Z,PLAY,-94.7475,17.8872,Mr,Oasis,1257,Ios,iTunes,Apple,59.94.8.29
3000148,2014-07-29T21:34:25Z,PLAY,120.88088,29.15252,Mrs,Oasis,1258,Ios,iTunes,Apple,114.92.145.183
3000149,2014-06-12T02:21:07Z,PLAY,114.67993,29.74197,Dr,Oasis,1259,Ios,iTunes,Apple,202.251.73.0
3000150,2015-02-17T02:26:42Z,PLAY,25.53975,-24.67014,Dr,Oasis,1260,Ios,iTunes,Apple,238.217.64.26
3000151,2014-03-04T13:01:23Z,PLAY,40.5262,-2.52565,Rev,Oasis,1261,Ios,Android,Apple,89.71.105.96
3000152,2014-11-29T15:15:10Z,PLAY,38.4,9.8,Dr,Oasis,1262,Ios,Tidal,Apple,251.129.102.85
3000153,2014-10-15T16:55:27Z,PLAY,-93.1216,44.9608,Honorable,Oasis,1263,Ios,iTunes,Apple,112.228.1.216
3000154,2014-10-06T22:20:45Z,PLAY,114.895,-8.3735,Honorable,Oasis,1264,Ios,iTunes,Apple,118.151.225.103
3000155,2014-06-29T12:52:23Z,PLAY,20.62272,45.26855,Ms,Oasis,1265,Ios,iTunes,Apple,45.186.249.142
3000156,2014-12-15T11:49:56Z,PLAY,23.45877,37.92135,Mrs,Oasis,1266,Ios,iTunes,Apple,61.131.28.39
3000157,2015-03-09T13:13:55Z,PLAY,121.06843,28.89581,Mr,Oasis,1267,Ios,Tidal,Apple,114.235.65.78
3000158,2014-12-13T00:28:25Z,PLAY,-35.82444,-9.56333,Rev,Oasis,1268,Ios,7Digital,Apple,93.55.43.156
3000159,2014-01-20T16:13:33Z,PLAY,27.0913,53.1516,Mrs,Oasis,1269,Ios,Android,Apple,191.162.204.137
3000160,2014-06-04T15:03:00Z,PLAY,105.89209,29.05762,Rev,Oasis,1270,Ios,7Digital,Apple,108.189.104.92
3000161,2013-09-29T07:23:28Z,PLAY,109.65152,31.30537,Mrs,Oasis,1271,Ios,iTunes,Apple,165.194.148.53
3000162,2014-10-28T17:41:13Z,PLAY,108.7599,-7.3002,Mrs,Oasis,1272,Ios,Spotify,Apple,108.43.169.106
3000163,2013-07-19T07:18:25Z,PLAY,-40.83389,-21.01111,Mrs,Oasis,1273,Ios,Tidal,Apple,206.194.113.53
3000164,2014-09-28T20:00:27Z,PLAY,9.76096,0.39051,Honorable,Oasis,1274,Ios,7Digital,Apple,35.30.200.2
3000165,2014-07-04T21:51:02Z,PLAY,31.3999,53.3353,Mrs,Oasis,1275,Ios,Spotify,Apple,23.236.167.163
3000166,2013-10-27T01:01:12Z,PLAY,124.0901,-9.9313,Ms,Oasis,1276,Ios,Tidal,Apple,98.226.68.142
3000167,2014-08-10T04:33:11Z,PLAY,121.38556,13.93806,Rev,Oasis,1277,Ios,Android,Apple,11.7.169.254
3000168,2015-03-17T12:45:18Z,PLAY,21.53333,37.73333,Honorable,Oasis,1278,Ios,iTunes,Apple,184.158.196.203
3000169,2014-05-15T16:08:36Z,PLAY,-9.3167,39.2833,Mr,Oasis,1279,Ios,7Digital,Apple,28.20.249.250
3000170,2014-03-01T05:26:11Z,PLAY,121.77556,42.73056,Dr,Oasis,1280,Ios,7Digital,Apple,134.209.30.214
3000171,2014-06-27T09:10:52Z,PLAY,-75.20917,20.14444,Mr,Oasis,1281,Ios,Android,Apple,145.137.209.59
3000172,2014-05-06T13:56:38Z,PLAY,33.67274,67.61475,Dr,Oasis,1282,Ios,Android,Apple,78.243.170.48
3000173,2014-09-03T05:54:25Z,PLAY,44.77692,16.16406,Honorable,Oasis,1283,Ios,Spotify,Apple,2.88.250.255
3000174,2013-05-22T05:14:14Z,PLAY,20.55405,49.93995,Mr,Oasis,1284,Ios,Spotify,Apple,59.164.125.32
3000175,2014-04-29T04:46:47Z,PLAY,101.43333,33.43333,Mrs,Oasis,1285,Ios,7Digital,Apple,95.79.191.238
3000176,2014-02-18T13:07:35Z,PLAY,-7.3,41.1333,Mr,Oasis,1286,Ios,iTunes,Apple,83.118.217.90
3000177,2014-07-14T07:10:22Z,PLAY,108.33462,28.02573,Dr,Oasis,1287,Ios,Spotify,Apple,114.116.56.134
3000178,2014-02-03T04:18:28Z,PLAY,112.42494,22.31949,Rev,Oasis,1288,Ios,Spotify,Apple,2.251.230.66
3000179,2014-12-21T22:07:30Z,PLAY,86.85778,42.25861,Rev,Oasis,1289,Ios,Spotify,Apple,225.49.221.73
3000180,2013-05-20T17:53:40Z,PLAY,5.7167,45.1667,Dr,Oasis,1290,Ios,7Digital,Apple,48.115.204.222
3000181,2014-08-04T22:16:09Z,PLAY,41.47759,52.77495,Mr,Oasis,1291,Ios,iTunes,Apple,118.232.198.97
3000182,2013-12-04T06:27:44Z,PLAY,-65.18958,-31.94585,Ms,Oasis,1292,Ios,Android,Apple,138.221.97.225
3000183,2014-05-04T08:38:13Z,PLAY,112.4885,-8.0522,Honorable,Oasis,1293,Ios,Android,Apple,227.125.11.113
3000184,2014-09-22T00:03:46Z,PLAY,7.7923,63.1103,Honorable,Oasis,1294,Ios,Tidal,Apple,45.210.99.206
3000185,2015-03-15T07:41:24Z,PLAY,108.8729,-7.2557,Dr,Oasis,1295,Ios,Tidal,Apple,121.87.56.219
3000186,2014-02-01T18:00:59Z,PLAY,24.08333,42.7,Mr,Oasis,1296,Ios,Tidal,Apple,193.215.248.160
3000187,2014-09-21T20:04:46Z,PLAY,53.79782,56.47633,Ms,Oasis,1297,Ios,iTunes,Apple,62.145.91.228
3000188,2013-09-19T00:01:23Z,PLAY,19.58583,40.88806,Ms,Oasis,1298,Ios,Android,Apple,209.123.190.96
3000189,2013-12-07T14:37:27Z,PLAY,106.1193,-6.3636,Honorable,Oasis,1299,Ios,iTunes,Apple,106.17.30.58
3000190,2013-10-02T05:04:22Z,PLAY,-45.23824,-4.28674,Rev,Oasis,1300,Ios,7Digital,Apple,97.156.27.187
3000191,2015-01-05T11:54:17Z,PLAY,-76.53833,-11.91333,Honorable,Oasis,1301,Ios,Android,Apple,21.201.230.141
3000192,2015-01-22T09:22:18Z,PLAY,120.2634,-9.6484,Honorable,Oasis,1302,Ios,Spotify,Apple,161.239.182.180
3000193,2014-12-25T03:46:27Z,PLAY,-77.4471,37.5593,Rev,Oasis,1303,Ios,Spotify,Apple,34.143.65.103
3000194,2014-06-27T18:38:18Z,PLAY,105.35573,10.59236,Dr,Oasis,1304,Ios,7Digital,Apple,50.130.234.174
3000195,2014-02-06T14:09:56Z,PLAY,26.48333,61.5,Ms,Oasis,1305,Ios,Spotify,Apple,43.209.107.89
3000196,2013-10-08T04:33:45Z,PLAY,22.73333,37.63333,Mrs,Oasis,1306,Ios,iTunes,Apple,254.39.131.95
3000197,2013-11-10T22:09:22Z,PLAY,-70.57121,8.35304,Rev,Oasis,1307,Ios,Android,Apple,173.109.7.36
3000198,2013-09-28T16:33:07Z,PLAY,10.0886,53.6122,Honorable,Oasis,1308,Ios,Spotify,Apple,19.72.92.32
3000199,2014-10-05T21:22:53Z,PLAY,123.7975,-8.1772,Honorable,Oasis,1309,Ios,Android,Apple,41.19.66.195
3000200,2014-08-29T23:21:03Z,PLAY,111.5765,-6.7625,Rev,Oasis,1310,Ios,7Digital,Apple,49.245.231.146
3000201,2015-02-03T20:11:41Z,PLAY,119.66255,32.56424,Ms,Oasis,1311,Ios,7Digital,Apple,197.130.24.131
3000202,2014-01-21T22:25:58Z,PLAY,105.0005,16.23356,Honorable,Oasis,1312,Ios,Android,Apple,152.173.20.230
3000203,2015-03-18T09:49:27Z,PLAY,-1.6219,47.2709,Rev,Oasis,1313,Ios,Tidal,Apple,57.126.65.85
3000204,2015-02-16T08:44:45Z,PLAY,117.21618,39.12703,Mrs,Oasis,1314,Ios,iTunes,Apple,68.162.233.204
3000205,2014-07-09T15:33:05Z,PLAY,120.92361,14.17056,Ms,Oasis,1315,Ios,Spotify,Apple,232.239.199.1
3000206,2014-01-25T08:38:46Z,PLAY,118.89007,49.18954,Mrs,Oasis,1316,Ios,Tidal,Apple,81.86.227.50
